REGION,STATE,CITY,POPULATION
Midwest,Missouri,"Blue Springs, MO",54945
Pacific,California,"Paramount, CA",54909
Northeast,Connecticut,"West Haven, CT",54843
Midwest,Kansas,"Manhattan, KS",54832
Pacific,California,"Colton, CA",54828
Mountain,Nevada,"Carson City, NV",54745
Mountain,Idaho,"Caldwell, ID",54660
Pacific,California,"Cathedral City, CA",54596
Pacific,California,"Rosemead, CA",54554
South,North Carolina,"Rocky Mount, NC",54523
South,Georgia,"Stonecrest, GA",54471
Mountain,Arizona,"Lake Havasu City, AZ",54411
South,Alabama,"Decatur, AL",54405
South,Virginia,"Harrisonburg, VA",54215
Pacific,California,"Watsonville, CA",54098
South,Mississippi,"Southaven, MS",54031
Northeast,Massachusetts,"Revere, MA",53993
South,Texas,"Grapevine, TX",53982
Midwest,Ohio,"Elyria, OH",53883
Pacific,California,"Yucaipa, CA",53683
South,Texas,"DeSoto, TX",53568
Midwest,Kansas,"Lenexa, KS",53553
South,Georgia,"Brookhaven, GA",53518
Pacific,California,"West Sacramento, CA",53512
Pacific,Oregon,"Albany, OR",53503
Midwest,Nebraska,"Bellevue, NE",53424
South,Tennessee,"Kingsport, TN",53374
Midwest,Illinois,"Wheaton, IL",53373
Pacific,Oregon,"Tigard, OR",53148
Pacific,California,"Delano, CA",53138
Midwest,Minnesota,"Minnetonka, MN",53085
South,North Carolina,"Burlington, NC",53077
Northeast,Massachusetts,"Peabody, MA",52987
Pacific,California,"Palm Desert, CA",52932
South,Florida,"Pinellas Park, FL",52854
Northeast,New Jersey,"Perth Amboy, NJ",52823
South,Florida,"Pensacola, FL",52590
Midwest,Indiana,"Elkhart, IN",52558
Pacific,California,"Glendora, CA",52445
Midwest,Minnesota,"Apple Valley, MN",52435
Midwest,Missouri,"Joplin, MO",52288
Pacific,California,"Placentia, CA",52157
Midwest,Minnesota,"Edina, MN",51958
Midwest,Wisconsin,"La Crosse, WI",51834
Midwest,Michigan,"Kentwood, MI",51747
Pacific,California,"Aliso Viejo, CA",51671
Pacific,Washington,"Burien, WA",51671
Pacific,Washington,"Olympia, WA",51609
South,Florida,"Apopka, FL",51564
Midwest,Missouri,"Florissant, MO",51443
Midwest,Nebraska,"Grand Island, NE",51390
Northeast,New Jersey,"Plainfield, NJ",51327
Midwest,Michigan,"Battle Creek, MI",51286
South,Florida,"St. Cloud, FL",51282
Mountain,Utah,"Logan, UT",51115
South,Florida,"Coral Gables, FL",51095
Pacific,California,"Cerritos, CA",51020
Mountain,Idaho,"Coeur d'Alene, ID",50665
South,Texas,"Galveston, TX",50497
Northeast,Massachusetts,"Methuen Town, MA",50259
Midwest,Ohio,"Lakewood, OH",50249
South,Oklahoma,"Enid, OK",50122
Pacific,California,"Poway, CA",50041
Pacific,California,"Azusa, CA",49864
South,Oklahoma,"Stillwater, OK",49829
South,Texas,"Wylie, TX",49826
Pacific,Washington,"Lacey, WA",49748
South,Georgia,"Dunwoody, GA",49609
Northeast,New York,"Troy, NY",49565
South,Texas,"Bedford, TX",49486
Midwest,Ohio,"Newark, OH",49423
South,North Carolina,"Wilson, NC",49348
South,Arkansas,"Bentonville, AR",49298
Mountain,Utah,"Murray, UT",49295
Midwest,Ohio,"Cuyahoga Falls, OH",49247
South,Texas,"Leander, TX",49234
Mountain,Idaho,"Twin Falls, ID",49202
Northeast,Pennsylvania,"Harrisburg, PA",49192
Midwest,Indiana,"Mishawaka, IN",49177
Pacific,California,"La Mirada, CA",49095
Pacific,California,"Cypress, CA",49064
Midwest,Minnesota,"St. Louis Park, MN",49029
South,Alabama,"Madison, AL",48861
Midwest,Michigan,"East Lansing, MI",48844
Midwest,Ohio,"Middletown, OH",48823
Midwest,Michigan,"Portage, MI",48816
South,North Carolina,"Kannapolis, NC",48806
Pacific,California,"Rancho Santa Margarita, CA",48793
South,Texas,"Cedar Hill, TX",48710
Midwest,Indiana,"Lawrence, IN",48704
Pacific,California,"Ceres, CA",48697
Midwest,Michigan,"Saginaw, MI",48677
South,Texas,"Texas City, TX",48558
Pacific,California,"Covina, CA",48462
Northeast,New York,"Niagara Falls, NY",48460
South,Louisiana,"Monroe, LA",48371
Midwest,Wisconsin,"Sheboygan, WI",48329
Midwest,Wisconsin,"Wauwatosa, WI",48277
Pacific,California,"San Jacinto, CA",48254
Pacific,California,"Palm Springs, CA",48142
South,Virginia,"Charlottesville, VA",48019
Mountain,Arizona,"Maricopa, AZ",48007
South,West Virginia,"Charleston, WV",47929
Midwest,North Dakota,"Minot, ND",47822
Mountain,New Mexico,"Roswell, NM",47775
Mountain,Colorado,"Littleton, CO",47734
Mountain,Utah,"Draper, UT",47710
Pacific,California,"Lincoln, CA",47674
Midwest,Ohio,"Dublin, OH",47619
Northeast,Rhode Island,"East Providence, RI",47600
Midwest,Missouri,"Chesterfield, MO",47588
Pacific,California,"San Luis Obispo, CA",47541
Pacific,California,"Newark, CA",47531
Midwest,Michigan,"Roseville, MI",47501
Midwest,Indiana,"Jeffersonville, IN",47383
South,Louisiana,"Alexandria, LA",47334
South,Texas,"Keller, TX",47266
Midwest,Ohio,"Euclid, OH",47201
Midwest,Indiana,"Columbus, IN",47143
Midwest,Ohio,"Mentor, OH",47121
South,West Virginia,"Huntington, WV",47079
Midwest,Kansas,"Salina, KS",46994
Pacific,California,"Beaumont, CA",46967
Midwest,Ohio,"Beavercreek, OH",46948
Midwest,Illinois,"Elmhurst, IL",46662
Mountain,Montana,"Bozeman, MT",46596
South,Texas,"Little Elm, TX",46548
Northeast,Connecticut,"Middletown, CT",46478
South,Florida,"Ocoee, FL",46402
South,Mississippi,"Hattiesburg, MS",46377
Northeast,Massachusetts,"Everett, MA",46324
Midwest,Indiana,"West Lafayette, IN",46269
South,Florida,"Titusville, FL",46263
Midwest,Ohio,"Mansfield, OH",46160
South,Texas,"Burleson, TX",46145
South,Mississippi,"Biloxi, MS",45908
South,Florida,"Fort Pierce, FL",45581
Pacific,Washington,"Bothell, WA",45533
Mountain,New Mexico,"Farmington, NM",45450
Pacific,California,"Coachella, CA",45443
Northeast,New Jersey,"Hackensack, NJ",45248
Northeast,New York,"Binghamton, NY",45179
Pacific,California,"Morgan Hill, CA",45037
South,Florida,"Oakland Park, FL",45035
Midwest,Ohio,"Strongsville, OH",44744
Northeast,Massachusetts,"Attleboro, MA",44590
Midwest,Ohio,"Cleveland Heights, OH",44562
South,Tennessee,"Cleveland, TN",44483
South,Texas,"Haltom City, TX",44417
Pacific,California,"El Centro, CA",44364
South,Florida,"Altamonte Springs, FL",44277
South,Texas,"Rockwall, TX",44208
South,Florida,"North Lauderdale, FL",44198
Northeast,Massachusetts,"Barnstable Town, MA",44163
Northeast,Pennsylvania,"York, PA",44132
South,Florida,"North Miami Beach, FL",44124
Mountain,Utah,"Bountiful, UT",44107
Northeast,Pennsylvania,"Altoona, PA",44098
Midwest,Iowa,"Urbandale, IA",43592
Pacific,California,"Lompoc, CA",43542
South,Florida,"Winter Garden, FL",43536
South,Texas,"Kyle, TX",43480
Northeast,Massachusetts,"Salem, MA",43415
Mountain,Utah,"Riverton, UT",43344
Pacific,California,"San Bruno, CA",43299
South,Georgia,"Peachtree Corners, GA",43268
Midwest,Illinois,"DeKalb, IL",43193
Midwest,Minnesota,"Moorhead, MN",43122
Northeast,New Jersey,"Linden, NJ",43056
Northeast,New Hampshire,"Concord, NH",43019
South,Arkansas,"Pine Bluff, AR",42984
Mountain,Arizona,"Sierra Vista, AZ",42912
Midwest,Missouri,"Jefferson City, MO",42895
Pacific,California,"Rohnert Park, CA",42838
South,Florida,"Ormond Beach, FL",42816
Midwest,Wisconsin,"Fond du Lac, WI",42809
Pacific,California,"Brea, CA",42777
Pacific,California,"Bell Gardens, CA",42747
Mountain,Arizona,"Prescott, AZ",42731
South,Texas,"The Colony, TX",42721
South,Tennessee,"Brentwood, TN",42667
South,South Carolina,"Goose Creek, SC",42619
Northeast,Massachusetts,"Pittsfield, MA",42591
Midwest,Ohio,"Fairfield, OH",42566
Pacific,California,"Rancho Palos Verdes, CA",42364
Midwest,Minnesota,"Mankato, MN",42264
Northeast,Vermont,"Burlington, VT",42239
Midwest,Illinois,"Moline, IL",42231
Pacific,Washington,"Edmonds, WA",42209
Midwest,Illinois,"Urbana, IL",41989
Midwest,Michigan,"Midland, MI",41950
South,Texas,"Coppell, TX",41941
South,Texas,"Sherman, TX",41917
Northeast,Massachusetts,"Beverly, MA",41816
Northeast,Rhode Island,"Woonsocket, RI",41759
Pacific,California,"Oakley, CA",41714
Northeast,Massachusetts,"Westfield, MA",41700
Midwest,Illinois,"Belleville, IL",41649
Northeast,Massachusetts,"Leominster, MA",41615
Midwest,Iowa,"Cedar Falls, IA",41570
Pacific,California,"Campbell, CA",41544
South,Virginia,"Manassas, VA",41501
Northeast,Connecticut,"Shelton, CT",41397
Midwest,Ohio,"Findlay, OH",41321
Pacific,California,"La Quinta, CA",41304
South,Florida,"Winter Haven, FL",41280
South,Texas,"Huntsville, TX",41277
South,Virginia,"Danville, VA",41130
Pacific,Washington,"Bremerton, WA",41041
Midwest,Ohio,"Grove City, OH",41022
Pacific,Washington,"Puyallup, WA",41001
Midwest,Minnesota,"Maplewood, MN",40918
Midwest,Minnesota,"Shakopee, MN",40893
Northeast,Pennsylvania,"Wilkes-Barre, PA",40806
Northeast,Massachusetts,"Fitchburg, MA",40793
South,Florida,"Oviedo, FL",40785
Midwest,Kansas,"Hutchinson, KS",40772
South,Florida,"Greenacres, FL",40719
South,North Carolina,"Hickory, NC",40611
Mountain,Colorado,"Brighton, CO",40562
Mountain,Arizona,"Apache Junction, AZ",40538
Pacific,California,"San Gabriel, CA",40514
South,Kentucky,"Covington, KY",40455
Midwest,Illinois,"Crystal Lake, IL",40421
South,Georgia,"Gainesville, GA",40359
South,Texas,"Weslaco, TX",40358
Pacific,California,"Calexico, CA",40351
Northeast,Massachusetts,"Holyoke, MA",40341
Pacific,California,"La Puente, CA",40322
South,Maryland,"Hagerstown, MD",40306
Midwest,Illinois,"Quincy, IL",40303
Midwest,Ohio,"Lancaster, OH",40280
Mountain,Arizona,"Bullhead City, AZ",40252
Northeast,Massachusetts,"Chelsea, MA",40227
South,Texas,"Schertz, TX",40092
South,South Carolina,"Sumter, SC",39982
Northeast,Massachusetts,"Marlborough, MA",39873
South,Alabama,"Florence, AL",39852
South,Texas,"Friendswood, TX",39839
South,Florida,"Hallandale Beach, FL",39831
Midwest,Wisconsin,"New Berlin, WI",39740
Midwest,Ohio,"Westerville, OH",39737
Northeast,Massachusetts,"Woburn, MA",39701
South,Tennessee,"Spring Hill, TN",39602
Midwest,Ohio,"Warren, OH",39562
Midwest,Indiana,"Westfield, IN",39493
South,Texas,"Duncanville, TX",39487
Northeast,Connecticut,"Norwich, CT",39470
Mountain,Utah,"Spanish Fork, UT",39443
Midwest,Missouri,"Wentzville, MO",39414
Midwest,Iowa,"Marion, IA",39400
South,Texas,"Lancaster, TX",39386
South,Maryland,"Annapolis, MD",39321
Pacific,Oregon,"Keizer, OR",39315
Pacific,California,"Culver City, CA",39283
Pacific,California,"Montclair, CA",39276
Midwest,Ohio,"Delaware, OH",39267
Mountain,Utah,"Herriman, UT",39224
Pacific,Oregon,"Lake Oswego, OR",39196
Pacific,California,"Los Banos, CA",39183
Midwest,Missouri,"Cape Girardeau, MO",39151
South,Tennessee,"Germantown, TN",39141
Pacific,California,"Pacifica, CA",39087
South,Texas,"Hurst, TX",39051
Mountain,New Mexico,"Clovis, NM",38962
Mountain,Colorado,"Northglenn, CO",38928
South,Georgia,"Milton, GA",38924
South,Georgia,"Newnan, GA",38909
Mountain,Utah,"Pleasant Grove, UT",38845
Midwest,Wisconsin,"Wausau, WI",38739
South,Florida,"Plant City, FL",38714
Mountain,Utah,"Roy, UT",38595
Pacific,California,"Stanton, CA",38528
Northeast,New Jersey,"Atlantic City, NJ",38429
Pacific,California,"Hollister, CA",38404
Pacific,California,"Martinez, CA",38373
Pacific,Washington,"Lynnwood, WA",38273
South,Tennessee,"Columbia, TN",38266
South,Florida,"Aventura, FL",38202
Midwest,Michigan,"Muskegon, MI",38131
South,Mississippi,"Tupelo, MS",38114
Midwest,Illinois,"Rock Island, IL",38110
South,Florida,"Lake Worth, FL",38107
Midwest,Wisconsin,"Brookfield, WI",38045
Midwest,Ohio,"Huber Heights, OH",37986
South,Mississippi,"Meridian, MS",37940
South,Oklahoma,"Muskogee, OK",37858
Midwest,Ohio,"Reynoldsburg, OH",37847
South,South Carolina,"Florence, SC",37778
Mountain,New Mexico,"Hobbs, NM",37764
South,Texas,"Rosenberg, TX",37661
Pacific,Washington,"Longview, WA",37602
Pacific,Oregon,"Grants Pass, OR",37579
South,Delaware,"Dover, DE",37538
South,South Carolina,"Spartanburg, SC",37498
Midwest,Illinois,"Park Ridge, IL",37494
Pacific,Washington,"Issaquah, WA",37487
South,Mississippi,"Olive Branch, MS",37435
South,Tennessee,"Gallatin, TN",37351
South,Texas,"Texarkana, TX",37333
Northeast,Massachusetts,"Braintree Town, MA",37156
Midwest,Ohio,"Lima, OH",37149
South,Texas,"Farmers Branch, TX",37088
Pacific,California,"West Hollywood, CA",37080
Pacific,California,"Monrovia, CA",37061
South,Florida,"Panama City, FL",36986
South,Texas,"San Juan, TX",36981
Pacific,California,"Wildomar, CA",36932
South,Arkansas,"Hot Springs, AR",36915
Midwest,Wisconsin,"Greenfield, WI",36827
Pacific,California,"Moorpark, CA",36802
Midwest,Minnesota,"Cottage Grove, MN",36793
Midwest,Wisconsin,"Beloit, WI",36773
Midwest,Indiana,"Portage, IN",36672
Midwest,Michigan,"Lincoln Park, MI",36655
South,Florida,"Winter Springs, FL",36635
Midwest,Illinois,"Calumet City, IL",36633
South,Florida,"Dunedin, FL",36545
Midwest,Indiana,"New Albany, IN",36461
South,Oklahoma,"Bartlesville, OK",36389
South,Georgia,"Rome, GA",36375
Pacific,California,"Temple City, CA",36367
Pacific,Oregon,"Oregon City, OR",36360
Midwest,Wisconsin,"Oak Creek, WI",36354
Midwest,Minnesota,"Roseville, MN",36314
Northeast,Maine,"Lewiston, ME",36221
South,Alabama,"Phenix City, AL",36219
South,Oklahoma,"Owasso, OK",36215
Midwest,Kansas,"Leavenworth, KS",36210
Midwest,Minnesota,"Richfield, MN",36151
Midwest,Wisconsin,"Franklin, WI",36143
South,Georgia,"Tucker, GA",36130
South,Florida,"Lauderdale Lakes, FL",36069
Pacific,California,"San Juan Capistrano, CA",36064
Pacific,California,"Claremont, CA",36015
South,Texas,"Del Rio, TX",36006
Midwest,Ohio,"Marion, OH",35997
Midwest,Ohio,"Hilliard, OH",35939
Pacific,California,"Manhattan Beach, CA",35924
South,Texas,"Lufkin, TX",35837
Midwest,Iowa,"Bettendorf, IA",35813
Pacific,California,"Bell, CA",35811
South,Arkansas,"Benton, AR",35789
Northeast,Massachusetts,"Watertown Town, MA",35756
South,Florida,"Cooper City, FL",35732
South,Tennessee,"La Vergne, TN",35717
Midwest,North Dakota,"West Fargo, ND",35708
Midwest,Missouri,"Wildwood, MO",35501
South,Alabama,"Prattville, AL",35498
Midwest,Indiana,"Richmond, IN",35455
South,Alabama,"Gadsden, AL",35409
South,Kentucky,"Richmond, KY",35397
Midwest,Minnesota,"Inver Grove Heights, MN",35392
South,Texas,"La Porte, TX",35371
South,Texas,"Waxahachie, TX",35340
Midwest,Ohio,"Upper Arlington, OH",35337
Midwest,Ohio,"Gahanna, OH",35297
South,Georgia,"East Point, GA",35282
South,Georgia,"Peachtree City, GA",35262
Mountain,Arizona,"El Mirage, AZ",35216
South,Florida,"Clermont, FL",35211
South,North Carolina,"Goldsboro, NC",35197
South,North Carolina,"Monroe, NC",35065
Pacific,Washington,"Mount Vernon, WA",35051
Pacific,California,"Pleasant Hill, CA",34987
Midwest,Ohio,"Brunswick, OH",34867
Midwest,Ohio,"Stow, OH",34769
South,Tennessee,"Mount Juliet, TN",34726
South,Florida,"Riviera Beach, FL",34674
Midwest,Kansas,"Leawood, KS",34659
Mountain,Utah,"Tooele, UT",34628
Midwest,Missouri,"University City, MO",34549
Northeast,Connecticut,"Torrington, CT",34538
Pacific,California,"Beverly Hills, CA",34484
Pacific,California,"Foster City, CA",34412
Mountain,Colorado,"Englewood, CO",34407
Pacific,California,"Menlo Park, CA",34357
Pacific,Oregon,"McMinnville, OR",34347
South,Georgia,"Kennesaw, GA",34344
Pacific,California,"San Dimas, CA",34326
South,Alabama,"Vestavia Hills, AL",34291
Pacific,California,"Seaside, CA",34150
Northeast,Pennsylvania,"Chester, PA",34077
Pacific,California,"Adelanto, CA",34066
South,Texas,"Socorro, TX",34048
Mountain,Utah,"Cottonwood Heights, UT",33996
Pacific,Washington,"Wenatchee, WA",33962
Pacific,California,"Dana Point, CA",33934
South,Texas,"Deer Park, TX",33891
South,Delaware,"Newark, DE",33858
South,North Carolina,"Salisbury, NC",33849
Midwest,Nebraska,"Kearney, NE",33835
Northeast,New York,"Long Beach, NY",33750
South,Georgia,"Dalton, GA",33748
South,Georgia,"Douglasville, GA",33675
South,Kentucky,"Georgetown, KY",33660
South,Texas,"Nacogdoches, TX",33614
Midwest,Ohio,"Fairborn, OH",33541
South,Tennessee,"Cookeville, TN",33452
Midwest,Ohio,"North Ridgeville, OH",33436
Pacific,Washington,"University Place, WA",33401
Midwest,Indiana,"Valparaiso, IN",33376
Midwest,Michigan,"Holland, MI",33366
Pacific,Washington,"Pullman, WA",33354
Mountain,Utah,"Springville, UT",33294
Mountain,Idaho,"Post Falls, ID",33290
Midwest,Ohio,"Mason, OH",33235
Midwest,Indiana,"Goshen, IN",33220
Mountain,Utah,"Midvale, UT",33208
South,Alabama,"Alabaster, AL",33202
Midwest,Michigan,"Bay City, MI",33188
South,Georgia,"Hinesville, GA",33140
Pacific,California,"Lawndale, CA",33078
Northeast,Massachusetts,"Franklin Town, MA",32996
Midwest,Minnesota,"Andover, MN",32902
Midwest,Wisconsin,"Sun Prairie, WI",32894
Pacific,Washington,"Walla Walla, WA",32854
Mountain,Idaho,"Lewiston, ID",32820
South,Maryland,"Salisbury, MD",32807
South,South Carolina,"Myrtle Beach, SC",32795
Pacific,Washington,"Lake Stevens, WA",32785
Midwest,Illinois,"Pekin, IL",32731
Midwest,Illinois,"St. Charles, IL",32714
South,Texas,"Copperas Cove, TX",32706
Midwest,Michigan,"Jackson, MI",32704
Midwest,Wisconsin,"Manitowoc, WI",32697
Midwest,Michigan,"Eastpointe, MI",32511
South,Florida,"DeLand, FL",32506
Northeast,New York,"Rome, NY",32473
Pacific,California,"La Verne, CA",32461
Mountain,Arizona,"San Luis, AZ",32446
Northeast,New Jersey,"Garfield, NJ",32393
Midwest,Ohio,"Massillon, OH",32342
Mountain,Wyoming,"Laramie, WY",32306
South,Kentucky,"Florence, KY",32305
South,Maryland,"College Park, MD",32303
Midwest,Ohio,"Westlake, OH",32297
South,Tennessee,"Lebanon, TN",32226
Mountain,Utah,"Eagle Mountain, UT",32204
South,Florida,"Parkland, FL",32202
South,Florida,"Dania Beach, FL",32030
Pacific,California,"El Paso de Robles (Paso Robles), CA",31918
Northeast,Maine,"Bangor, ME",31903
South,Texas,"Southlake, TX",31824
Midwest,Ohio,"Bowling Green, OH",31820
Mountain,Utah,"Cedar City, UT",31806
Mountain,Utah,"Kaysville, UT",31776
South,Virginia,"Petersburg, VA",31750
Midwest,Ohio,"North Olmsted, OH",31734
Pacific,Alaska,"Fairbanks, AK",31644
Midwest,Wisconsin,"West Bend, WI",31596
South,Georgia,"Woodstock, GA",31564
Midwest,Missouri,"Liberty, MO",31507
Mountain,Montana,"Helena, MT",31429
Midwest,Illinois,"Danville, IL",31424
Northeast,New Hampshire,"Dover, NH",31398
South,Georgia,"Statesboro, GA",31379
Mountain,Utah,"Clearfield, UT",31363
Midwest,Minnesota,"Savage, MN",31352
Pacific,California,"Laguna Hills, CA",31318
Mountain,Colorado,"Wheat Ridge, CO",31294
Mountain,New Mexico,"Alamogordo, NM",31248
Pacific,Washington,"Des Moines, WA",31238
South,Oklahoma,"Shawnee, OK",31232
Pacific,California,"Banning, CA",31230
Pacific,California,"San Pablo, CA",31156
Pacific,California,"Goleta, CA",31116
South,Arkansas,"Sherwood, AR",31081
South,Texas,"Harker Heights, TX",31075
Midwest,Indiana,"Michigan City, IN",31056
Midwest,Minnesota,"Brooklyn Center, MN",31006
Northeast,New York,"Ithaca, NY",31006
Pacific,California,"Saratoga, CA",30905
South,South Carolina,"Greer, SC",30899
South,Florida,"Winter Park, FL",30879
Northeast,New Hampshire,"Rochester, NH",30797
South,Kentucky,"Hopkinsville, KY",30789
Midwest,Illinois,"Galesburg, IL",30769
Northeast,New Jersey,"Long Branch, NJ",30762
Pacific,California,"Los Altos, CA",30743
South,South Carolina,"Aiken, SC",30721
Mountain,Utah,"Holladay, UT",30709
Pacific,California,"Burlingame, CA",30686
South,Mississippi,"Greenville, MS",30686
South,Texas,"Weatherford, TX",30654
Northeast,New York,"Poughkeepsie, NY",30614
Mountain,Wyoming,"Gillette, WY",30560
South,Kentucky,"Nicholasville, KY",30553
